,countyCode,County,State,county_state,Median_Value_of_Owner_Occupied_Units,vol_ins_rate
1353,28109,Pearl River,MS,"Pearl River County, MS",138200,78.5
1354,28111,Perry,MS,"Perry County, MS",86700,100.9
1355,28113,Pike,MS,"Pike County, MS",95500,83.0
1356,28115,Pontotoc,MS,"Pontotoc County, MS",106500,126.6
1357,28117,Prentiss,MS,"Prentiss County, MS",92700,95.7
1358,28119,Quitman,MS,"Quitman County, MS",50900,72.9
1359,28121,Rankin,MS,"Rankin County, MS",162500,54.8
1360,28123,Scott,MS,"Scott County, MS",71300,68.3
1361,28125,Sharkey,MS,"Sharkey County, MS",64400,91.6
1362,28127,Simpson,MS,"Simpson County, MS",87900,70.9
1363,28129,Smith,MS,"Smith County, MS",102600,71.9
1364,28131,Stone,MS,"Stone County, MS",112800,58.3
1365,28133,Sunflower,MS,"Sunflower County, MS",78400,98.2
1366,28135,Tallahatchie,MS,"Tallahatchie County, MS",66400,60.4
1367,28137,Tate,MS,"Tate County, MS",119200,65.3
1368,28139,Tippah,MS,"Tippah County, MS",86900,98.3
1369,28141,Tishomingo,MS,"Tishomingo County, MS",88100,72.1
1370,28143,Tunica,MS,"Tunica County, MS",107100,79.5
1371,28145,Union,MS,"Union County, MS",100600,56.8
1372,28147,Walthall,MS,"Walthall County, MS",95800,45.2
1373,28149,Warren,MS,"Warren County, MS",128400,67.6
1374,28151,Washington,MS,"Washington County, MS",75600,72.4
1375,28153,Wayne,MS,"Wayne County, MS",85800,81.6
1376,28155,Webster,MS,"Webster County, MS",84000,85.6
1377,28157,Wilkinson,MS,"Wilkinson County, MS",70300,83.5
1378,28159,Winston,MS,"Winston County, MS",84900,67.1
1379,28161,Yalobusha,MS,"Yalobusha County, MS",79700,43.2
1380,28163,Yazoo,MS,"Yazoo County, MS",88900,101.1
1381,29001,Adair,MO,"Adair County, MO",126800,79.1
1382,29003,Andrew,MO,"Andrew County, MO",147900,46.8
1383,29005,Atchison,MO,"Atchison County, MO",84900,80.1
1384,29007,Audrain,MO,"Audrain County, MO",97900,35.2
1385,29009,Barry,MO,"Barry County, MO",120600,19.0
1386,29011,Barton,MO,"Barton County, MO",97500,58.9
1387,29013,Bates,MO,"Bates County, MO",114600,55.9
1388,29015,Benton,MO,"Benton County, MO",117500,53.0
1389,29017,Bollinger,MO,"Bollinger County, MO",110800,21.3
1390,29019,Boone,MO,"Boone County, MO",185700,69.7
1391,29021,Buchanan,MO,"Buchanan County, MO",122200,46.6
1392,29023,Butler,MO,"Butler County, MO",113500,77.3
1393,29025,Caldwell,MO,"Caldwell County, MO",109300,167.2
1394,29027,Callaway,MO,"Callaway County, MO",157400,52.3
1395,29029,Camden,MO,"Camden County, MO",200800,69.7
1396,29031,Cape Girardeau,MO,"Cape Girardeau County, MO",160500,78.9
1397,29033,Carroll,MO,"Carroll County, MO",88200,83.7
1398,29035,Carter,MO,"Carter County, MO",101500,59.7
1399,29037,Cass,MO,"Cass County, MO",181000,56.5
1400,29039,Cedar,MO,"Cedar County, MO",98900,104.3
1401,29041,Chariton,MO,"Chariton County, MO",87900,78.4
1402,29043,Christian,MO,"Christian County, MO",169000,45.9
1403,29045,Clark,MO,"Clark County, MO",90000,46.0
1404,29047,Clay,MO,"Clay County, MO",174900,62.0
1405,29049,Clinton,MO,"Clinton County, MO",159700,66.2
1406,29051,Cole,MO,"Cole County, MO",162300,46.5
1407,29053,Cooper,MO,"Cooper County, MO",132900,70.1
1408,29055,Crawford,MO,"Crawford County, MO",124700,25.8
1409,29057,Dade,MO,"Dade County, MO",83500,190.7
1410,29059,Dallas,MO,"Dallas County, MO",115000,162.8
1411,29063,DeKalb,MO,"DeKalb County, MO",120100,30.0
1412,29065,Dent,MO,"Dent County, MO",102600,89.3
1413,29067,Douglas,MO,"Douglas County, MO",123100,94.1
1414,29069,Dunklin,MO,"Dunklin County, MO",76500,68.0
1415,29071,Franklin,MO,"Franklin County, MO",165700,51.4
1416,29073,Gasconade,MO,"Gasconade County, MO",134200,42.8
1417,29075,Gentry,MO,"Gentry County, MO",88200,69.3
1418,29077,Greene,MO,"Greene County, MO",146000,95.2
1419,29081,Harrison,MO,"Harrison County, MO",76000,39.8
1420,29083,Henry,MO,"Henry County, MO",110500,48.1
1421,29087,Holt,MO,"Holt County, MO",88600,50.2
1422,29089,Howard,MO,"Howard County, MO",130100,48.5
1423,29091,Howell,MO,"Howell County, MO",112200,69.9
1424,29093,Iron,MO,"Iron County, MO",83600,54.7
1425,29095,Jackson,MO,"Jackson County, MO",147400,59.0
1426,29097,Jasper,MO,"Jasper County, MO",118400,72.0
1427,29099,Jefferson,MO,"Jefferson County, MO",161800,51.7
1428,29101,Johnson,MO,"Johnson County, MO",156500,64.1
1429,29105,Laclede,MO,"Laclede County, MO",113900,61.5
1430,29107,Lafayette,MO,"Lafayette County, MO",143500,67.4
1431,29109,Lawrence,MO,"Lawrence County, MO",109600,60.1
1432,29111,Lewis,MO,"Lewis County, MO",87900,36.7
1433,29113,Lincoln,MO,"Lincoln County, MO",163300,45.7
1434,29115,Linn,MO,"Linn County, MO",87200,108.2
1435,29117,Livingston,MO,"Livingston County, MO",111500,68.8
1436,29119,McDonald,MO,"McDonald County, MO",110500,87.3
1437,29121,Macon,MO,"Macon County, MO",97200,61.5
1438,29123,Madison,MO,"Madison County, MO",106100,33.0
1439,29125,Maries,MO,"Maries County, MO",133200,84.4
1440,29127,Marion,MO,"Marion County, MO",123400,60.8
1441,29129,Mercer,MO,"Mercer County, MO",88900,185.3
1442,29131,Miller,MO,"Miller County, MO",136800,67.2
1443,29133,Mississippi,MO,"Mississippi County, MO",80200,112.2
1444,29135,Moniteau,MO,"Moniteau County, MO",124500,84.4
1445,29139,Montgomery,MO,"Montgomery County, MO",108100,52.7
1446,29141,Morgan,MO,"Morgan County, MO",125000,82.2
1447,29143,New Madrid,MO,"New Madrid County, MO",74500,93.9
1448,29145,Newton,MO,"Newton County, MO",131300,64.9
1449,29147,Nodaway,MO,"Nodaway County, MO",126400,105.4
1450,29149,Oregon,MO,"Oregon County, MO",93600,180.8
1451,29151,Osage,MO,"Osage County, MO",151900,34.0
1452,29153,Ozark,MO,"Ozark County, MO",97600,123.2
1453,29155,Pemiscot,MO,"Pemiscot County, MO",82100,114.0
1454,29157,Perry,MO,"Perry County, MO",147700,60.7
1455,29159,Pettis,MO,"Pettis County, MO",119100,76.0
1456,29161,Phelps,MO,"Phelps County, MO",135000,74.3
1457,29163,Pike,MO,"Pike County, MO",97800,42.2
1458,29165,Platte,MO,"Platte County, MO",226500,47.1
1459,29167,Polk,MO,"Polk County, MO",132300,78.3
1460,29169,Pulaski,MO,"Pulaski County, MO",159200,60.7
1461,29173,Ralls,MO,"Ralls County, MO",136200,78.8
1462,29175,Randolph,MO,"Randolph County, MO",105000,147.0
1463,29177,Ray,MO,"Ray County, MO",133700,42.1
1464,29179,Reynolds,MO,"Reynolds County, MO",96000,41.0
1465,29181,Ripley,MO,"Ripley County, MO",83800,89.6
1466,29183,St. Charles,MO,"St. Charles County, MO",219100,51.6
1467,29186,Ste. Genevieve,MO,"Ste. Genevieve County, MO",166200,53.1
1468,29187,St. Francois,MO,"St. Francois County, MO",121000,72.8
1469,29189,St. Louis,MO,"St. Louis County, MO",198800,54.9
1470,29195,Saline,MO,"Saline County, MO",106600,50.7
1471,29201,Scott,MO,"Scott County, MO",109200,67.1
1472,29205,Shelby,MO,"Shelby County, MO",72200,90.6
1473,29207,Stoddard,MO,"Stoddard County, MO",104200,65.1
1474,29209,Stone,MO,"Stone County, MO",172600,72.7
1475,29213,Taney,MO,"Taney County, MO",139800,72.2
1476,29217,Vernon,MO,"Vernon County, MO",98300,153.0
1477,29219,Warren,MO,"Warren County, MO",180000,64.1
1478,29221,Washington,MO,"Washington County, MO",94400,55.8
1479,29223,Wayne,MO,"Wayne County, MO",85100,52.1
1480,29225,Webster,MO,"Webster County, MO",136200,59.7
1481,29229,Wright,MO,"Wright County, MO",103600,64.4
1482,29510,St. Louis city,MO,"St. Louis city County, MO",138700,72.5
1483,30001,Beaverhead,MT,"Beaverhead County, MT",215400,55.1
1484,30003,Big Horn,MT,"Big Horn County, MT",126100,64.2
1485,30005,Blaine,MT,"Blaine County, MT",94300,75.7
1486,30007,Broadwater,MT,"Broadwater County, MT",222200,98.9
1487,30009,Carbon,MT,"Carbon County, MT",247600,74.3
1488,30013,Cascade,MT,"Cascade County, MT",179900,75.7
1489,30015,Chouteau,MT,"Chouteau County, MT",143200,135.7
1490,30017,Custer,MT,"Custer County, MT",170400,45.8
1491,30021,Dawson,MT,"Dawson County, MT",160600,72.5
1492,30023,Deer Lodge,MT,"Deer Lodge County, MT",131300,67.3
1493,30027,Fergus,MT,"Fergus County, MT",143000,74.4
1494,30029,Flathead,MT,"Flathead County, MT",273600,52.4
1495,30031,Gallatin,MT,"Gallatin County, MT",357100,55.4
1496,30033,Garfield,MT,"Garfield County, MT",124100,4.2
1497,30035,Glacier,MT,"Glacier County, MT",107700,60.6
1498,30037,Golden Valley,MT,"Golden Valley County, MT",106100,9.3
1499,30039,Granite,MT,"Granite County, MT",224000,70.1
1500,30041,Hill,MT,"Hill County, MT",143600,59.0
1501,30043,Jefferson,MT,"Jefferson County, MT",282700,38.6
1502,30047,Lake,MT,"Lake County, MT",253100,82.0
1503,30049,Lewis and Clark,MT,"Lewis and Clark County, MT",243000,70.0
1504,30053,Lincoln,MT,"Lincoln County, MT",198200,62.4
1505,30057,Madison,MT,"Madison County, MT",276500,96.8
1506,30059,Meagher,MT,"Meagher County, MT",154100,82.9
1507,30061,Mineral,MT,"Mineral County, MT",169200,87.1
1508,30063,Missoula,MT,"Missoula County, MT",284000,65.1
1509,30065,Musselshell,MT,"Musselshell County, MT",172700,61.2
1510,30067,Park,MT,"Park County, MT",271300,67.2
1511,30071,Phillips,MT,"Phillips County, MT",129200,38.7
1512,30073,Pondera,MT,"Pondera County, MT",131900,84.1
1513,30075,Powder River,MT,"Powder River County, MT",142600,144.3
1514,30077,Powell,MT,"Powell County, MT",143100,83.6
1515,30081,Ravalli,MT,"Ravalli County, MT",279300,69.0
1516,30083,Richland,MT,"Richland County, MT",230100,53.8
1517,30085,Roosevelt,MT,"Roosevelt County, MT",112400,164.8
1518,30087,Rosebud,MT,"Rosebud County, MT",114900,142.5
1519,30089,Sanders,MT,"Sanders County, MT",228200,53.7
1520,30093,Silver Bow,MT,"Silver Bow County, MT",149800,78.5
1521,30095,Stillwater,MT,"Stillwater County, MT",255500,67.0
1522,30097,Sweet Grass,MT,"Sweet Grass County, MT",255100,98.2
1523,30099,Teton,MT,"Teton County, MT",172700,55.5
1524,30101,Toole,MT,"Toole County, MT",137900,147.1
1525,30105,Valley,MT,"Valley County, MT",151400,70.9
1526,30109,Wibaux,MT,"Wibaux County, MT",113500,38.9
1527,30111,Yellowstone,MT,"Yellowstone County, MT",226000,54.6
1528,31001,Adams,NE,"Adams County, NE",128500,71.4
1529,31003,Antelope,NE,"Antelope County, NE",82000,77.5
1530,31011,Boone,NE,"Boone County, NE",118400,50.3
1531,31013,Box Butte,NE,"Box Butte County, NE",113600,163.9
1532,31015,Boyd,NE,"Boyd County, NE",73000,23.2
1533,31019,Buffalo,NE,"Buffalo County, NE",174800,87.6
1534,31021,Burt,NE,"Burt County, NE",100400,97.6
1535,31023,Butler,NE,"Butler County, NE",117300,88.3
1536,31025,Cass,NE,"Cass County, NE",173800,70.0
1537,31027,Cedar,NE,"Cedar County, NE",121300,55.7
1538,31029,Chase,NE,"Chase County, NE",133300,82.5
1539,31033,Cheyenne,NE,"Cheyenne County, NE",103000,65.7
1540,31035,Clay,NE,"Clay County, NE",91300,95.5
1541,31037,Colfax,NE,"Colfax County, NE",101100,41.2
1542,31039,Cuming,NE,"Cuming County, NE",122200,90.0
1543,31041,Custer,NE,"Custer County, NE",108100,60.9
1544,31043,Dakota,NE,"Dakota County, NE",119600,87.9
1545,31045,Dawes,NE,"Dawes County, NE",125200,132.1
1546,31047,Dawson,NE,"Dawson County, NE",102600,78.9
1547,31051,Dixon,NE,"Dixon County, NE",94700,107.9
1548,31053,Dodge,NE,"Dodge County, NE",130200,49.2
1549,31055,Douglas,NE,"Douglas County, NE",169800,62.2
1550,31059,Fillmore,NE,"Fillmore County, NE",80100,105.5
1551,31061,Franklin,NE,"Franklin County, NE",71300,204.3
1552,31065,Furnas,NE,"Furnas County, NE",73000,121.4
1553,31067,Gage,NE,"Gage County, NE",116200,66.5
1554,31069,Garden,NE,"Garden County, NE",81800,121.1
1555,31071,Garfield,NE,"Garfield County, NE",105100,85.3
1556,31077,Greeley,NE,"Greeley County, NE",72700,141.9
1557,31079,Hall,NE,"Hall County, NE",146000,54.2
1558,31081,Hamilton,NE,"Hamilton County, NE",154300,72.3
1559,31083,Harlan,NE,"Harlan County, NE",102700,155.4
1560,31085,Hayes,NE,"Hayes County, NE",80900,193.5
1561,31087,Hitchcock,NE,"Hitchcock County, NE",66700,210.0
1562,31089,Holt,NE,"Holt County, NE",114100,68.1
1563,31093,Howard,NE,"Howard County, NE",148800,73.8
1564,31095,Jefferson,NE,"Jefferson County, NE",84000,190.2
1565,31097,Johnson,NE,"Johnson County, NE",94400,72.0
1566,31099,Kearney,NE,"Kearney County, NE",149700,81.5
1567,31101,Keith,NE,"Keith County, NE",128300,63.8
1568,31107,Knox,NE,"Knox County, NE",95900,96.9
1569,31109,Lancaster,NE,"Lancaster County, NE",177400,55.3
1570,31111,Lincoln,NE,"Lincoln County, NE",139400,84.2
1571,31119,Madison,NE,"Madison County, NE",146400,76.1
1572,31121,Merrick,NE,"Merrick County, NE",115400,92.2
1573,31123,Morrill,NE,"Morrill County, NE",95600,178.9
1574,31125,Nance,NE,"Nance County, NE",78300,129.2
1575,31127,Nemaha,NE,"Nemaha County, NE",106300,60.1
1576,31129,Nuckolls,NE,"Nuckolls County, NE",68300,30.5
1577,31131,Otoe,NE,"Otoe County, NE",143900,62.4
1578,31135,Perkins,NE,"Perkins County, NE",118400,69.4
1579,31137,Phelps,NE,"Phelps County, NE",134000,61.2
1580,31139,Pierce,NE,"Pierce County, NE",132700,78.2
1581,31141,Platte,NE,"Platte County, NE",149700,76.8
1582,31143,Polk,NE,"Polk County, NE",107300,100.0
1583,31145,Red Willow,NE,"Red Willow County, NE",109000,72.5
1584,31147,Richardson,NE,"Richardson County, NE",69200,32.7
1585,31149,Rock,NE,"Rock County, NE",96200,53.5
1586,31151,Saline,NE,"Saline County, NE",99300,73.6
1587,31153,Sarpy,NE,"Sarpy County, NE",195300,70.5
1588,31155,Saunders,NE,"Saunders County, NE",165600,89.8
1589,31157,Scotts Bluff,NE,"Scotts Bluff County, NE",128100,86.1
1590,31159,Seward,NE,"Seward County, NE",168200,48.3
1591,31161,Sheridan,NE,"Sheridan County, NE",72300,116.6
1592,31163,Sherman,NE,"Sherman County, NE",88700,70.8
1593,31167,Stanton,NE,"Stanton County, NE",119500,94.3
1594,31169,Thayer,NE,"Thayer County, NE",71400,41.9
1595,31173,Thurston,NE,"Thurston County, NE",79800,194.7
1596,31175,Valley,NE,"Valley County, NE",110400,115.2
1597,31177,Washington,NE,"Washington County, NE",196100,55.2
1598,31181,Webster,NE,"Webster County, NE",78400,143.9
1599,31183,Wheeler,NE,"Wheeler County, NE",97800,88.5
1600,31185,York,NE,"York County, NE",135200,79.4
1601,32001,Churchill,NV,"Churchill County, NV",191500,87.1
1602,32003,Clark,NV,"Clark County, NV",262700,66.6
1603,32005,Douglas,NV,"Douglas County, NV",378800,73.0
1604,32007,Elko,NV,"Elko County, NV",212500,67.3
1605,32011,Eureka,NV,"Eureka County, NV",120100,104.5
1606,32013,Humboldt,NV,"Humboldt County, NV",180600,74.8
1607,32015,Lander,NV,"Lander County, NV",179900,73.1
1608,32017,Lincoln,NV,"Lincoln County, NV",140900,75.0
1609,32019,Lyon,NV,"Lyon County, NV",214900,86.1
1610,32021,Mineral,NV,"Mineral County, NV",98900,77.6
1611,32023,Nye,NV,"Nye County, NV",163300,82.8
1612,32027,Pershing,NV,"Pershing County, NV",113000,164.3
1613,32029,Storey,NV,"Storey County, NV",240700,50.7
1614,32031,Washoe,NV,"Washoe County, NV",334100,70.0
1615,32033,White Pine,NV,"White Pine County, NV",154100,65.1
1616,32510,Carson City,NV,"Carson City County, NV",273800,72.4
1617,33001,Belknap,NH,"Belknap County, NH",226500,53.1
1618,33003,Carroll,NH,"Carroll County, NH",242800,65.4
1619,33005,Cheshire,NH,"Cheshire County, NH",195300,71.4
1620,33007,Coos,NH,"Coos County, NH",128000,54.2
1621,33009,Grafton,NH,"Grafton County, NH",220300,55.5
1622,33011,Hillsborough,NH,"Hillsborough County, NH",274800,54.4
1623,33013,Merrimack,NH,"Merrimack County, NH",237600,65.2
1624,33015,Rockingham,NH,"Rockingham County, NH",326300,66.4
1625,33017,Strafford,NH,"Strafford County, NH",235900,66.3
1626,33019,Sullivan,NH,"Sullivan County, NH",173600,61.9
1627,34001,Atlantic,NJ,"Atlantic County, NJ",217900,64.9
1628,34003,Bergen,NJ,"Bergen County, NJ",469500,59.6
1629,34005,Burlington,NJ,"Burlington County, NJ",251200,60.9
1630,34007,Camden,NJ,"Camden County, NJ",197800,49.5
1631,34009,Cape May,NJ,"Cape May County, NJ",300500,63.7
1632,34011,Cumberland,NJ,"Cumberland County, NJ",162500,75.1
1633,34013,Essex,NJ,"Essex County, NJ",386000,60.2
1634,34015,Gloucester,NJ,"Gloucester County, NJ",219700,59.6
1635,34017,Hudson,NJ,"Hudson County, NJ",378000,59.0
1636,34019,Hunterdon,NJ,"Hunterdon County, NJ",415100,68.1
1637,34021,Mercer,NJ,"Mercer County, NJ",291100,52.0
1638,34023,Middlesex,NJ,"Middlesex County, NJ",344100,51.6
1639,34025,Monmouth,NJ,"Monmouth County, NJ",421900,68.4
1640,34027,Morris,NJ,"Morris County, NJ",456200,56.3
1641,34029,Ocean,NJ,"Ocean County, NJ",279000,63.1
1642,34031,Passaic,NJ,"Passaic County, NJ",342600,52.5
1643,34033,Salem,NJ,"Salem County, NJ",184600,59.0
1644,34035,Somerset,NJ,"Somerset County, NJ",430700,59.2
1645,34037,Sussex,NJ,"Sussex County, NJ",267500,50.7
1646,34039,Union,NJ,"Union County, NJ",367200,56.6
1647,34041,Warren,NJ,"Warren County, NJ",264200,57.9
1648,35001,Bernalillo,NM,"Bernalillo County, NM",199300,84.2
1649,35005,Chaves,NM,"Chaves County, NM",108700,97.2
1650,35006,Cibola,NM,"Cibola County, NM",84400,71.1
1651,35007,Colfax,NM,"Colfax County, NM",104800,66.8
1652,35009,Curry,NM,"Curry County, NM",125000,87.5
1653,35013,Dona Ana,NM,"Dona Ana County, NM",147400,74.7
1654,35015,Eddy,NM,"Eddy County, NM",155900,74.9
1655,35017,Grant,NM,"Grant County, NM",125100,73.6
1656,35023,Hidalgo,NM,"Hidalgo County, NM",86000,56.5
1657,35025,Lea,NM,"Lea County, NM",133100,92.3
1658,35027,Lincoln,NM,"Lincoln County, NM",193900,69.8
1659,35028,Los Alamos,NM,"Los Alamos County, NM",302800,97.7
1660,35029,Luna,NM,"Luna County, NM",86900,87.9
1661,35031,McKinley,NM,"McKinley County, NM",64800,101.5
1662,35033,Mora,NM,"Mora County, NM",112300,90.7
1663,35035,Otero,NM,"Otero County, NM",112400,68.5
1664,35037,Quay,NM,"Quay County, NM",72700,97.7
1665,35039,Rio Arriba,NM,"Rio Arriba County, NM",167300,77.7
1666,35041,Roosevelt,NM,"Roosevelt County, NM",118200,73.6
1667,35043,Sandoval,NM,"Sandoval County, NM",200900,82.1
1668,35045,San Juan,NM,"San Juan County, NM",151200,87.7
1669,35047,San Miguel,NM,"San Miguel County, NM",135000,61.8
1670,35049,Santa Fe,NM,"Santa Fe County, NM",291800,65.7
1671,35051,Sierra,NM,"Sierra County, NM",117400,84.5
1672,35053,Socorro,NM,"Socorro County, NM",124100,84.3
1673,35055,Taos,NM,"Taos County, NM",239500,80.0
1674,35057,Torrance,NM,"Torrance County, NM",114300,66.4
1675,35061,Valencia,NM,"Valencia County, NM",142600,68.1
1676,36001,Albany,NY,"Albany County, NY",222500,62.8
1677,36003,Allegany,NY,"Allegany County, NY",76400,38.4
1678,36005,Bronx,NY,"Bronx County, NY",404700,58.6
1679,36007,Broome,NY,"Broome County, NY",117000,68.2
1680,36009,Cattaraugus,NY,"Cattaraugus County, NY",88100,62.6
1681,36011,Cayuga,NY,"Cayuga County, NY",128000,67.3
1682,36013,Chautauqua,NY,"Chautauqua County, NY",88000,78.2
1683,36015,Chemung,NY,"Chemung County, NY",105800,76.9
1684,36017,Chenango,NY,"Chenango County, NY",98400,50.9
1685,36019,Clinton,NY,"Clinton County, NY",134100,79.1
1686,36021,Columbia,NY,"Columbia County, NY",233600,44.5
1687,36023,Cortland,NY,"Cortland County, NY",123800,45.9
1688,36025,Delaware,NY,"Delaware County, NY",139300,63.2
1689,36027,Dutchess,NY,"Dutchess County, NY",282000,62.5
1690,36029,Erie,NY,"Erie County, NY",153400,58.0
1691,36031,Essex,NY,"Essex County, NY",153600,82.2
1692,36033,Franklin,NY,"Franklin County, NY",108700,84.9
1693,36035,Fulton,NY,"Fulton County, NY",109600,71.9
1694,36037,Genesee,NY,"Genesee County, NY",119800,53.9
1695,36039,Greene,NY,"Greene County, NY",176300,76.2
1696,36041,Hamilton,NY,"Hamilton County, NY",166000,67.9
1697,36043,Herkimer,NY,"Herkimer County, NY",100000,57.3
1698,36045,Jefferson,NY,"Jefferson County, NY",149900,70.1
1699,36047,Kings,NY,"Kings County, NY",706000,61.8
1700,36049,Lewis,NY,"Lewis County, NY",120200,84.4
1701,36051,Livingston,NY,"Livingston County, NY",129400,76.0
1702,36053,Madison,NY,"Madison County, NY",136800,71.4
1703,36055,Monroe,NY,"Monroe County, NY",148400,70.0
1704,36057,Montgomery,NY,"Montgomery County, NY",105400,58.9
1705,36059,Nassau,NY,"Nassau County, NY",493500,66.5
1706,36061,New York,NY,"New York County, NY",987700,68.9
1707,36063,Niagara,NY,"Niagara County, NY",125600,58.9
1708,36065,Oneida,NY,"Oneida County, NY",127700,59.8
1709,36067,Onondaga,NY,"Onondaga County, NY",145400,63.8
1710,36069,Ontario,NY,"Ontario County, NY",161800,65.3
1711,36071,Orange,NY,"Orange County, NY",271200,55.5
1712,36073,Orleans,NY,"Orleans County, NY",98400,62.1
1713,36075,Oswego,NY,"Oswego County, NY",104600,77.0
1714,36077,Otsego,NY,"Otsego County, NY",146400,48.3
1715,36079,Putnam,NY,"Putnam County, NY",358500,61.8
1716,36081,Queens,NY,"Queens County, NY",543800,56.8
1717,36083,Rensselaer,NY,"Rensselaer County, NY",188700,55.8
1718,36085,Richmond,NY,"Richmond County, NY",504800,60.7
1719,36087,Rockland,NY,"Rockland County, NY",443400,70.0
1720,36089,St. Lawrence,NY,"St. Lawrence County, NY",93600,88.0
1721,36091,Saratoga,NY,"Saratoga County, NY",258300,46.4
1722,36093,Schenectady,NY,"Schenectady County, NY",169600,65.8
1723,36095,Schoharie,NY,"Schoharie County, NY",144800,55.7
1724,36097,Schuyler,NY,"Schuyler County, NY",133100,73.7
1725,36099,Seneca,NY,"Seneca County, NY",107100,94.5
1726,36101,Steuben,NY,"Steuben County, NY",99600,66.7
1727,36103,Suffolk,NY,"Suffolk County, NY",397400,73.1
1728,36105,Sullivan,NY,"Sullivan County, NY",172800,67.4
1729,36107,Tioga,NY,"Tioga County, NY",119700,54.9
1730,36109,Tompkins,NY,"Tompkins County, NY",204600,67.8
1731,36111,Ulster,NY,"Ulster County, NY",230500,57.1
1732,36113,Warren,NY,"Warren County, NY",196500,76.9
1733,36115,Washington,NY,"Washington County, NY",149000,63.5
1734,36117,Wayne,NY,"Wayne County, NY",123800,72.7
1735,36119,Westchester,NY,"Westchester County, NY",540600,74.6
1736,36121,Wyoming,NY,"Wyoming County, NY",115900,64.1
1737,36123,Yates,NY,"Yates County, NY",136300,103.2
1738,37001,Alamance,NC,"Alamance County, NC",154800,85.3
1739,37003,Alexander,NC,"Alexander County, NC",136500,68.1
1740,37005,Alleghany,NC,"Alleghany County, NC",139800,105.2
1741,37007,Anson,NC,"Anson County, NC",91200,153.6
1742,37009,Ashe,NC,"Ashe County, NC",153200,82.4
1743,37011,Avery,NC,"Avery County, NC",144000,87.7
1744,37013,Beaufort,NC,"Beaufort County, NC",132800,56.8
1745,37015,Bertie,NC,"Bertie County, NC",82200,103.4
1746,37017,Bladen,NC,"Bladen County, NC",95300,64.9
1747,37019,Brunswick,NC,"Brunswick County, NC",212200,66.2
1748,37021,Buncombe,NC,"Buncombe County, NC",238200,72.2
1749,37023,Burke,NC,"Burke County, NC",120700,85.1
1750,37025,Cabarrus,NC,"Cabarrus County, NC",203100,83.0
1751,37027,Caldwell,NC,"Caldwell County, NC",118100,104.7
1752,37029,Camden,NC,"Camden County, NC",208800,78.9
1753,37031,Carteret,NC,"Carteret County, NC",214100,67.5
1754,37033,Caswell,NC,"Caswell County, NC",112800,131.6
1755,37035,Catawba,NC,"Catawba County, NC",143600,80.7
1756,37037,Chatham,NC,"Chatham County, NC",281700,53.3
1757,37039,Cherokee,NC,"Cherokee County, NC",159100,79.1
1758,37041,Chowan,NC,"Chowan County, NC",131100,100.9
1759,37043,Clay,NC,"Clay County, NC",180300,93.8
1760,37045,Cleveland,NC,"Cleveland County, NC",120100,95.9
1761,37047,Columbus,NC,"Columbus County, NC",88900,78.6
1762,37049,Craven,NC,"Craven County, NC",157900,76.2
1763,37051,Cumberland,NC,"Cumberland County, NC",135300,83.1
1764,37053,Currituck,NC,"Currituck County, NC",257200,53.7
1765,37055,Dare,NC,"Dare County, NC",289000,58.2
1766,37057,Davidson,NC,"Davidson County, NC",142100,79.6
1767,37059,Davie,NC,"Davie County, NC",172600,79.6
1768,37061,Duplin,NC,"Duplin County, NC",90200,87.5
1769,37063,Durham,NC,"Durham County, NC",223000,60.5
1770,37065,Edgecombe,NC,"Edgecombe County, NC",85700,72.4
1771,37067,Forsyth,NC,"Forsyth County, NC",159300,68.0
1772,37069,Franklin,NC,"Franklin County, NC",150400,76.2
1773,37071,Gaston,NC,"Gaston County, NC",144200,83.9
1774,37073,Gates,NC,"Gates County, NC",147700,91.7
1775,37075,Graham,NC,"Graham County, NC",122300,80.7
1776,37077,Granville,NC,"Granville County, NC",156000,111.3
1777,37079,Greene,NC,"Greene County, NC",88600,114.1
1778,37081,Guilford,NC,"Guilford County, NC",167000,65.5
1779,37083,Halifax,NC,"Halifax County, NC",86300,97.0
1780,37085,Harnett,NC,"Harnett County, NC",154000,75.4
1781,37087,Haywood,NC,"Haywood County, NC",179700,60.9
1782,37089,Henderson,NC,"Henderson County, NC",214000,67.8
1783,37091,Hertford,NC,"Hertford County, NC",88600,83.4
1784,37093,Hoke,NC,"Hoke County, NC",139300,99.4
1785,37095,Hyde,NC,"Hyde County, NC",141500,55.2
1786,37097,Iredell,NC,"Iredell County, NC",190300,77.8
1787,37099,Jackson,NC,"Jackson County, NC",196100,66.0
1788,37101,Johnston,NC,"Johnston County, NC",165100,79.1
1789,37103,Jones,NC,"Jones County, NC",89000,97.5
1790,37105,Lee,NC,"Lee County, NC",144200,86.9
1791,37107,Lenoir,NC,"Lenoir County, NC",95500,81.2
1792,37109,Lincoln,NC,"Lincoln County, NC",172000,93.1
1793,37111,McDowell,NC,"McDowell County, NC",119200,84.5
1794,37113,Macon,NC,"Macon County, NC",165600,86.3
1795,37115,Madison,NC,"Madison County, NC",194500,78.3
1796,37117,Martin,NC,"Martin County, NC",92500,89.9
1797,37119,Mecklenburg,NC,"Mecklenburg County, NC",238000,66.8
1798,37121,Mitchell,NC,"Mitchell County, NC",157400,69.4
